fiscalquartername,FiscalPeriod,FiscalYear,Company,Top_Most_BP,BusinessPartner,Item_Number,Item_Description,Ship_to_State,Ship_to_City,Quantity,Planned_Delivery_Date,Address_1,Address_2,Postal_Code,Budget_Qty,Forecast_Qty,Line_of_Business,domestic_or_international,planned_delivery_year,planned_delivery_month,planned_delivery_month_num,planned_delivery_day
"Fiscal Quarter 4, 2013",201312,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,140,2013-09-24T00:00:00Z,1357 Isett Avenue,NA,52761-4521,102,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,24
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,WILLIAMS,11088,2014-08-21T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,5e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,21
"Fiscal Quarter 4, 2014",201412,2014,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,STOCKTON,5753,2014-09-24T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,5e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Sep,9,24
"Fiscal Quarter 4, 2012",201210,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200358,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,6720,2012-07-23T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,12320,14e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jul,7,23
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201522,BS 1440 APPHM 1F 5100/INS&CAP,CA,Los Banos,108,2012-08-24T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,24
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,2e3,2012-08-02T00:00:00Z,36889 HWY 58,NA,93206-0515,0,3100,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,2
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,28818,2012-08-29T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,29e3,25e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,29
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201513,BG 0012 AHV 5100/5100/INSRT,CA,Lemoore,6400,2012-08-09T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,6e3,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,9
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200358,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,25214,2012-08-27T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,12320,14e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,27
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS003504),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,WALNUT CREEK,28,2012-09-17T00:00:00Z,205 NORTH WIGET LANE,NA,94595,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,17
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,18645,2012-09-25T00:00:00Z,36889 HWY 58,NA,93206-0515,15e3,2e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,25
"Fiscal Quarter 3, 2016",201609,2016,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,140,2016-06-17T00:00:00Z,1357 Isett Avenue,NA,52761-4521,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jun,6,17
"Fiscal Quarter 3, 2016",201609,2016,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,4680,2016-06-27T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jun,6,27
"Fiscal Quarter 3, 2017",201709,2017,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,7500,2017-06-28T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,0,3975,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,28
"Fiscal Quarter 3, 2017",201709,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),200028,BS 0004 APHM 1F 800R/800,CA,Lemoore,9e3,2017-06-08T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,8
"Fiscal Quarter 3, 2018",201809,2018,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",202802,BG 0012 AHV 6300/6300 WB,OH,Northwood,3e4,2018-06-21T00:00:00Z,411 LEMOYNE ROAD AT WOODVILLE,NA,43619,48e3,3e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jun,6,21
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),DEL MONTE CORPORATION (CUS009217),206763,BS 1200 APVHV 5100/5100/INSRT,CA,Modesto,5880,2017-07-28T00:00:00Z,4000 Yosemite Blvd,NA,95357-1580,0,6e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,28
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","Mizkan Americas, Inc. (CUS009480)","Mizkan America, Inc. (CUS011122)",200358,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,12320,2017-07-31T00:00:00Z,1400 East Waterloo Road,NA,95205,19e3,6600,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,31
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,24640,2017-07-26T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,35e3,27600,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,26
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,6120,2017-07-27T00:00:00Z,13448 Volta Road,NA,93635-9785,4e3,2e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,27
"Fiscal Quarter 4, 2017",201711,2017,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Hanford,300,2017-08-23T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,2436,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Aug,8,23
"Fiscal Quarter 4, 2017",201711,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,6120,2017-08-24T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,2e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Aug,8,24
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,86400,2018-07-25T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,75e3,49e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,25
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,6160,2018-08-31T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,6e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)","Mizkan Americas, Inc. (CUS009480)","Mizkan America, Inc. (CUS011122)",200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,19440,2018-08-31T00:00:00Z,1400 East Waterloo Road,NA,95205,9572,11220,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2011",201110,2011,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,2340,2011-07-12T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205-0000,3800,3800,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jul,7,12
"Fiscal Quarter 4, 2011",201110,2011,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,420,2011-07-27T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,140,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jul,7,27
"Fiscal Quarter 4, 2012",201210,2012,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Huron,4400,2012-07-16T00:00:00Z,19800 Gale Avenue,NA,93234,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jul,7,16
"Fiscal Quarter 4, 2012",201210,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,2538,2012-07-10T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jul,7,10
"Fiscal Quarter 4, 2012",201211,2012,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,240,2012-08-27T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1600,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,27
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),200187,BG 0012 APHM 3400/3400,CA,Los Banos,125,2012-08-29T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,29
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,71200,2012-08-31T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,38e3,38e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,31
"Fiscal Quarter 4, 2013",201311,2013,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,60480,2013-08-30T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,53e3,35e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Aug,8,30
"Fiscal Quarter 4, 2013",201311,2013,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),206463,BS 0012 AVHV 5100/5100/INSRT,CA,WILLIAMS,3200,2013-08-07T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,2e3,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Aug,8,7
"Fiscal Quarter 4, 2013",201311,2013,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS002285),200358,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,22176,2013-08-30T00:00:00Z,1400 EAST WATERLOO ROAD,NA,95205,8e3,14e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Aug,8,30
"Fiscal Quarter 4, 2013",201312,2013,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),DEL MONTE CORPORATION (CUS009217),206763,BS 1200 APVHV 5100/5100/INSRT,CA,Modesto,1358,2013-09-03T00:00:00Z,4000 Yosemite Blvd,NA,95357-1580,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,3
"Fiscal Quarter 4, 2014",201410,2014,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Co. (CUS000266),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,HELM,26400,2014-07-28T00:00:00Z,16429 WEST KAMM AVENUE,NA,93627,1e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jul,7,28
"Fiscal Quarter 4, 2014",201410,2014,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,140,2014-07-24T00:00:00Z,1357 Isett Avenue,NA,52761-4521,100,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jul,7,24
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,4200,2014-08-28T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,1710,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,28
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Buttonwillow,23760,2014-08-12T00:00:00Z,36889 HWY 58,NA,93206-0515,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,12
"Fiscal Quarter 4, 2014",201412,2014,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,53522,2014-09-30T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,3e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Sep,9,30
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Lemoore,1e4,2016-07-15T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,36e3,17600,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,15
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,39600,2016-07-29T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,38e3,31680,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,29
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,34320,2016-08-29T00:00:00Z,36889 HWY 58,NA,93206-0515,26e3,23760,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,29
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,4840,2016-09-15T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,15
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,OAKDALE,5753,2016-09-15T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,1e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,15
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,23760,2016-09-23T00:00:00Z,13448 Volta Road,NA,93635-9785,48e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,23
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Williams,1500,2016-09-20T00:00:00Z,2211 Old Highway 99 West,NA,95987-5146,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,20
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,6800,2014-08-28T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,6e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,28
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,1600,2014-08-07T00:00:00Z,13448 Volta Road,NA,93635-9785,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,7
"Fiscal Quarter 4, 2014",201411,2014,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,31680,2014-08-29T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,1e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Aug,8,29
"Fiscal Quarter 4, 2014",201412,2014,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Buttonwillow,8640,2014-09-02T00:00:00Z,36889 HWY 58,NA,93206-0515,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Sep,9,2
"Fiscal Quarter 4, 2014",201412,2014,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,Huron,7920,2014-09-15T00:00:00Z,19800 Gale Avenue,NA,93234,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Sep,9,15
"Fiscal Quarter 4, 2014",201412,2014,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Huron,7920,2014-09-25T00:00:00Z,19800 Gale Avenue,NA,93234,1e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Sep,9,25
"Fiscal Quarter 4, 2015",201510,2015,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),261794,BS 1200 APVHN 1F 5100/INSRT,CA,Los Banos,22400,2015-07-27T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jul,7,27
"Fiscal Quarter 4, 2015",201512,2015,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,5400,2015-09-09T00:00:00Z,25155 Ullrey Avenue,NA,95320,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Sep,9,9
"Fiscal Quarter 4, 2015",201512,2015,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,WILLIAMS,1400,2015-09-25T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Sep,9,25
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,3960,2016-07-01T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,11e3,8800,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,1
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201591,BS 1200 APPHM 1F 3400/3400 CTR,CA,Dixon,6160,2012-08-30T00:00:00Z,8380 Pedrick Road,NA,95620-9606,0,5e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,30
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",200328,BS 0220 APPHM 1F 3400/3400,OH,OTTAWA,7600,2012-08-16T00:00:00Z,325 WILLIAMSTOWN ROAD,NA,45875,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,16
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201591,BS 1200 APPHM 1F 3400/3400 CTR,CA,Dixon,2240,2012-09-24T00:00:00Z,8380 Pedrick Road,NA,95620-9606,0,5e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,24
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),200316,BS 0220 APHM 1F 1700/INS&CAP,CA,Huron,1800,2012-09-14T00:00:00Z,19800 Gale Avenue,NA,93234,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,14
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,2376,2012-09-18T00:00:00Z,13448 Volta Road,NA,93635-9785,NA,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,18
"Fiscal Quarter 4, 2013",201310,2013,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",200328,BS 0220 APPHM 1F 3400/3400,OH,OTTAWA,4400,2013-07-25T00:00:00Z,325 WILLIAMSTOWN ROAD,NA,45875,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jul,7,25
"Fiscal Quarter 4, 2013",201310,2013,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,14040,2013-07-31T00:00:00Z,13448 Volta Road,NA,93635-9785,35e3,3e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jul,7,31
"Fiscal Quarter 4, 2010",201010,2010,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Lemoore,29920,2010-07-29T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Jul,7,29
"Fiscal Quarter 4, 2010",201011,2010,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Hanford,960,2010-08-26T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Aug,8,26
"Fiscal Quarter 4, 2010",201011,2010,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,2400,2010-08-05T00:00:00Z,36889 HWY 58,NA,93206-0515,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Aug,8,5
"Fiscal Quarter 4, 2010",201012,2010,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,13e3,2010-09-13T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Sep,9,13
"Fiscal Quarter 4, 2011",201110,2011,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",200328,BS 0220 APPHM 1F 3400/3400,CA,Dixon,540,2011-07-14T00:00:00Z,8380 Pedrick Road,NA,95620-9606,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jul,7,14
"Fiscal Quarter 4, 2011",201110,2011,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,43200,2011-07-22T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,35e3,5e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jul,7,22
